,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
Slc18a1,0.027914746,0.046392171,0.032085553,0.035332799,0.027914746,,
Slc18a2,0.054423755,0.042449653,0.198901797,0.209233112,0.042449653,,
Slc18b1,0.051887584,0.096509899,0.077718829,0.070726923,0.051887584,,
Slc19a1,0.027078169,0.023453822,0.018313539,0.021438364,0.018313539,,
Slc19a2,0.089189406,0.135007991,0.082820041,0.090802327,0.082820041,,
Slc19a3,0.002259762,0.007048799,0.03212698,0.003704414,0.002259762,,
Slc1a1,1.649108696,0.845692545,0.999443969,1.50139626,0.845692545,,
Slc1a2,0.969930927,0.411909604,0.678470097,1.251411011,0.411909604,,
Slc1a3,0.01027355,0.12323222,0.039676317,0.004919071,0.004919071,,
Slc1a4,0.494365113,0.398383729,0.421418943,0.167795454,0.167795454,,
Slc1a5,0.007135714,0.001461496,0.003286542,0.010060701,0.001461496,,
Slc1a6,0.015441665,0.032622827,0.088324392,0.077048963,0.015441665,,
Slc1a7,0.002341721,0.014020296,0,0.000973554,0,,
Slc20a1,1.884194966,1.3461411,0.901771646,0.595936132,0.595936132,,
Slc20a2,0.355949053,0.422824338,0.379826968,0.356225168,0.355949053,,
Slc22a1,0.008913705,0.020141342,0,0.007059977,0,,
Slc22a12,0.001143065,0.002532252,0.003829364,0.003951951,0.001143065,,
Slc22a13,0.008384149,0.003504362,0,0.000294008,0,,
Slc22a14,0.275201788,0.503781885,0.40738994,0.387079065,0.275201788,,
Slc22a15,0.134481289,0.185443267,0.15527402,0.102054359,0.102054359,,
Slc22a16,0,0,0,0.002211277,0,,
Slc22a17,0.374445631,0.285816079,0.652480101,0.717605582,0.285816079,,
Slc22a18,0.007045135,0.019026558,0,0.000968374,0,,
Slc22a19,0,0,0,0.001322195,0,,
Slc22a2,0.004535086,0.004580864,0.010759611,0.001320734,0.001320734,,
Slc22a20,0.002846541,0.002965854,0.003207184,0.007317248,0.002846541,,
Slc22a21,0.01009993,0.031707625,0,0.003461599,0,,
Slc22a22,0.005581741,0.019804833,0.005357723,0.002612419,0.002612419,,
Slc22a23,2.752869544,3.015081666,1.667810606,1.746386206,1.667810606,,
Slc22a27,0,0,0.002928198,0.001113564,0,,
Slc22a29,0,0.002299179,0.003740275,0.000216229,0,,
Slc22a3,0.001069538,0,0,0.00305635,0,,
Slc22a30,0.001948535,0.005224432,0.014582236,0.004684084,0.001948535,,
Slc22a4,0.067402193,0.09919341,0.045694054,0.043848557,0.043848557,,
Slc22a5,0.170594881,0.192542237,0.099206163,0.125424694,0.099206163,,
Slc22a7,0.000725743,0.001642129,0.005860467,0.002691113,0.000725743,,
Slc22a8,0.000469645,0.000323457,0,0.000363332,0,,
Slc23a1,0.011947294,0.024923774,0.070409684,0.046138837,0.011947294,,
Slc23a2,1.117537213,1.240915612,1.283007179,1.144539776,1.117537213,,
Slc23a3,0.003417143,0.001591866,0,0.00193787,0,,
Slc23a4,0.016537604,0.022635154,0.022317529,0.009601329,0.009601329,,
Slc24a1,0.013030038,0.015221288,0.007032906,0.017286958,0.007032906,,
Slc24a2,7.11240686,6.461265626,5.746443776,6.643006008,5.746443776,,
Slc24a3,0.095942719,0.457734906,0.261412374,0.047333735,0.047333735,,
Slc24a4,0.779547497,0.335212401,0.602193983,0.43574017,0.335212401,,
Slc24a5,0.152555379,0.629157599,1.009863176,0.438023822,0.152555379,,
Slc25a1,0.090167598,0.070265376,0.088968944,0.087862921,0.070265376,,
Slc25a10,0.002336357,0.010157006,0.001509753,0.016572752,0.001509753,,
Slc25a11,0.04140673,0.089729626,0.070333079,0.067461595,0.04140673,,
Slc25a12,1.398681529,1.724618364,1.762151501,1.641154734,1.398681529,,
Slc25a13,0.072046396,0.185960997,0.16602938,0.144465144,0.072046396,,
Slc25a14,0.196906706,0.305472628,0.291586835,0.198628188,0.196906706,,
Slc25a15,0.012096688,0.012313922,0.026009591,0.015004523,0.012096688,,
Slc25a16,0.119799854,0.237118104,0.317170334,0.266479235,0.119799854,,
Slc25a17,0.132017472,0.145963488,0.152212392,0.150193166,0.132017472,,
Slc25a18,0.012458812,0.022843162,0.062313557,0.025321459,0.012458812,,
Slc25a19,0.08511207,0.0961255,0.108948254,0.097564907,0.08511207,,
Slc25a2,0,0.003702213,0,0.000419343,0,,
Slc25a20,0.163388727,0.304713304,0.219855923,0.077757172,0.077757172,,
Slc25a21,0.003082849,0.012799304,0.011695901,0.01151924,0.003082849,,
Slc25a22,0.058211764,0.111579237,0.067847882,0.052087033,0.052087033,,
Slc25a23,0.764677659,1.068535135,1.668036414,1.315877726,0.764677659,,
Slc25a24,0.011722433,0.020662973,0.015275985,0.005851992,0.005851992,,
Slc25a25,0.53032546,0.274908016,0.368913152,0.337676703,0.274908016,,
Slc25a26,0.460102311,0.803314207,0.619218199,0.514696937,0.460102311,,
Slc25a27,0.619636883,0.650562999,1.007685316,0.826564566,0.619636883,,
Slc25a28,0.280832967,0.233724855,0.191414358,0.181737581,0.181737581,,
Slc25a29,0.010979408,0.023601284,0.015904587,0.023278318,0.010979408,,
Slc25a3,0.902786615,0.543038199,1.107485263,0.969299513,0.543038199,,
Slc25a30,0.067929701,0.083421476,0.091672755,0.062241646,0.062241646,,
Slc25a31,0.011872103,0.007337607,0.011066953,0.005322197,0.005322197,,
Slc25a32,0.131883539,0.204790291,0.195546366,0.160784367,0.131883539,,
Slc25a33,0.224598714,0.273393012,0.202681971,0.172934863,0.172934863,,
Slc25a34,0.000692922,0.007554361,0.023281569,0.003147274,0.000692922,,
Slc25a35,0.018561556,0.007627933,0.011522244,0.022058023,0.007627933,,
Slc25a36,0.544312394,0.576052694,0.327640489,0.535110699,0.327640489,,
Slc25a37,0.048890774,0.032368789,0.051149495,0.082093417,0.032368789,,
Slc25a38,0.037249647,0.089560649,0.050709369,0.047079774,0.037249647,,
Slc25a39,0.054528633,0.09250696,0.084636283,0.061125264,0.054528633,,
Slc25a4,0.241400831,0.247178568,0.656980198,0.401144673,0.241400831,,
Slc25a40,0.240001961,0.346568745,0.605626286,0.207100217,0.207100217,,
Slc25a41,0.007750838,0.00963524,0.012003184,0.002691091,0.002691091,,
Slc25a42,0.434772885,0.398809502,0.393609095,0.497760333,0.393609095,,
Slc25a43,0.014486118,0.009265662,0.039747251,0.018603746,0.009265662,,
Slc25a44,0.174371096,0.128687555,0.20746403,0.17256216,0.128687555,,
Slc25a45,0.002242025,0.002544029,0,0.001700603,0,,
Slc25a46,0.445820854,0.321195247,0.500101775,0.396544687,0.321195247,,
Slc25a47,0.031235773,0.060629318,0.058195098,0.057856626,0.031235773,,
Slc25a48,0.001004913,0.002516135,0,0.000356505,0,,
Slc25a5,0.028721737,0.0256203,0.123645537,0.065131477,0.0256203,,
Slc25a51,0.282354893,0.278528161,0.291697862,0.178283061,0.178283061,,
Slc25a53,0.101095946,0.114628259,0.107006207,0.108163895,0.101095946,,
Slc25a54,0.012563132,0.000545629,0.012883796,0.002275126,0.000545629,,
Slc26a1,0.003093455,0.004985523,0.009598981,0.004411291,0.003093455,,
Slc26a10,0.044524612,0.049355451,0.328917522,0.113880366,0.044524612,,
Slc26a11,0.015856892,0.072458042,0.05216202,0.008972856,0.008972856,,
Slc26a2,0.022287746,0.038531695,0.033101097,0.023809197,0.022287746,,
Slc26a3,0.006074937,0.002530796,0,0.006594207,0,,
Slc26a4,0.428107468,0.469559569,0.407088924,0.141480482,0.141480482,,
Slc26a5,0.008744432,0.005482167,0.004373688,0.008413266,0.004373688,,
Slc26a6,0.016837072,0.010349204,0.013785496,0.005876555,0.005876555,,
Slc26a7,0.042219204,0.025179455,0.009038814,0.011608765,0.009038814,,
Slc26a8,0.073287816,0.143493914,0.137922109,0.171388026,0.073287816,,
Slc26a9,0,0,0,0,0,,
Slc27a1,0.101347038,0.282709883,0.158577895,0.132552224,0.101347038,,
Slc27a2,0.001722039,0.005896022,0,0.002172071,0,,
Slc27a3,0.004280223,0.015520319,0.012917103,0.008343346,0.004280223,,
Slc27a4,0.197238577,0.238010624,0.181640248,0.178088664,0.178088664,,
Slc27a5,0.001184745,0.006707885,0,0.00295126,0,,
Slc27a6,0,0,0,0.000819885,0,,
Slc28a1,0.016919264,0.04216397,0.021005742,0.013156782,0.013156782,,
Slc28a2,0,0.047080259,0,0,0,,
Slc28a3,0.005060054,0.000749481,0.006342214,0.00383771,0.000749481,,
Slc29a1,0.021735751,0.040550259,0.06475754,0.031880864,0.021735751,,
Slc29a2,0.020642458,0.048287238,0.058783834,0.044473233,0.020642458,,
Slc29a3,0.031070972,0.066261859,0.042704512,0.041712654,0.031070972,,
Slc29a4,0.004341867,0.034291472,0.011977543,0.009697859,0.004341867,,
Slc2a1,0.382370639,0.441628299,0.107484495,0.0629084,0.0629084,,
Slc2a10,0,0,0,0,0,,
Slc2a12,0.025891637,0.062562183,0.137778621,0.07662592,0.025891637,,
Slc2a13,1.865272769,1.761188702,1.232960736,2.072349794,1.232960736,,
Slc2a2,0.040925746,0.017771503,0.243202323,0.176258304,0.017771503,,
Slc2a3,0.96866847,0.871067336,0.72183773,0.641676166,0.641676166,,
Slc2a4,0,0,0,0,0,,
Slc2a5,0.002181748,0.000452419,0.009984557,0.013284469,0.000452419,,
Slc2a6,0.064079293,0.069602053,0.060028476,0.112297675,0.060028476,,
Slc2a7,0,0.001547294,0,0,0,,
Slc2a8,0.118434665,0.10717824,0.123377213,0.150509661,0.10717824,,
Slc2a9,0.177300697,0.064610164,0.067387548,0.101345295,0.064610164,,
Slc30a1,0.013821035,0.030437894,0.047686016,0.015269224,0.013821035,,
Slc30a10,0.005083439,0.004664478,0,0.00465689,0,,
Slc30a2,0.000623196,0.00043147,0.000772082,0.005088925,0.00043147,,
Slc30a3,0.000906961,0.010273533,0.008674392,0.003347815,0.000906961,,
Slc30a4,0.298857451,0.206686739,0.125357289,0.09103355,0.09103355,,
Slc30a5,0.492152374,0.470046082,0.588525149,0.419267814,0.419267814,,
Slc30a6,0.209358886,0.306665423,0.491908605,0.352066692,0.209358886,,
Slc30a7,0.234155322,0.310010444,0.20028483,0.184592434,0.184592434,,
Slc30a8,0.002075595,0.000667188,0,7.98E-05,0,,
Slc30a9,0.419374386,0.466044298,0.340850603,0.391305935,0.340850603,,
Slc31a1,0.067898814,0.106627571,0.107469496,0.087643669,0.067898814,,
Slc31a2,0.053518055,0.080558774,0.079548552,0.043672368,0.043672368,,
Slc32a1,0.004366634,0.010083069,0,0.000604626,0,,
Slc33a1,0.163821592,0.279183527,0.178342752,0.176539036,0.163821592,,
Slc34a1,0.002956588,0.002032423,0.009385677,0.003215131,0.002032423,,
Slc34a2,0,0,0,0,0,,
Slc35a1,0.134252324,0.169551869,0.218521585,0.172906629,0.134252324,,
Slc35a2,0.151251338,0.17609362,0.178063059,0.202115389,0.151251338,,
Slc35a3,0.160087547,0.24154618,0.199645938,0.174919845,0.160087547,,
Slc35a4,0.03758035,0.031515655,0.085951943,0.036061678,0.031515655,,
Slc35a5,0.07325257,0.089681645,0.082646172,0.073003787,0.073003787,,
Slc35b1,0.154659722,0.17569701,0.150390019,0.201040773,0.150390019,,
Slc35b2,0.011673997,0.015387495,0.037594064,0.01941799,0.011673997,,
Slc35b3,0.316592665,0.31466041,0.357075776,0.240468269,0.240468269,,
Slc35b4,0.027298258,0.035650164,0.063339852,0.04137285,0.027298258,,
Slc35c1,0.003169168,0.00328517,0.010951047,0.012495746,0.003169168,,
Slc35c2,0.1625251,0.11720445,0.281718219,0.204836199,0.11720445,,
Slc35d1,0.244726455,0.243136187,0.238569593,0.350675812,0.238569593,,
Slc35d2,0.005590947,0.014414261,0.001869718,0.002852578,0.001869718,,
Slc35d3,0.003084467,0.003424073,0,0.000988626,0,,
Slc35e1,0.044193159,0.028498906,0.03478925,0.045658839,0.028498906,,
Slc35e2,0.220286721,0.272236488,0.318173841,0.308676279,0.220286721,,
Slc35e3,0.049005992,0.054797652,0.04206837,0.04642326,0.04206837,,
Slc35e4,0.024146334,0.032253847,0.024233895,0.023389643,0.023389643,,
Slc35f1,1.982397541,1.785982463,2.550554538,3.170071996,1.785982463,,
Slc35f2,0.054377246,0.064147544,0.073250365,0.060807602,0.054377246,,
Slc35f3,1.18482406,1.04911976,1.066857063,1.052062452,1.04911976,,
Slc35f4,1.635953514,1.881802419,2.237101046,3.149541629,1.635953514,,
Slc35f5,0.361950089,0.248704455,0.201359243,0.108274087,0.108274087,,
Slc35f6,0.30859309,0.206005015,0.344777684,0.151182681,0.151182681,,
Slc35g1,0.004978805,0.012969584,0.0334045,0.024084173,0.004978805,,
Slc35g2,0.025306905,0.066546086,0.071043174,0.045072078,0.025306905,,
Slc35g3,0.001257739,0.001638303,0.019491756,0.01031323,0.001257739,,
Slc36a1,0.200788219,0.200521266,0.179723835,0.284066065,0.179723835,,
Slc36a1os,0,0,0,0,0,,
Slc36a2,0.002505075,0,0,0.000311003,0,,
Slc36a3,0.000772593,0.001658809,0.006756757,0.002889055,0.000772593,,
Slc36a4,0.092353365,0.111047447,0.125447289,0.082954379,0.082954379,,
Slc37a1,0.18992824,0.342893328,0.224592089,0.087305271,0.087305271,,
Slc37a2,0.006779971,0.005207212,0.005459602,0.013367542,0.005207212,,
Slc37a3,0.293281753,0.569610973,0.406656187,0.257032834,0.257032834,,
Slc37a4,0.024617257,0.046117808,0.081698013,0.0617207,0.024617257,,
Slc38a1,0.72595061,1.139560343,0.615317527,0.483811885,0.483811885,,
Slc38a10,0.158735305,0.17043705,0.223368732,0.180119819,0.158735305,,
Slc38a11,0,0.001334974,0,0.002260346,0,,
Slc38a2,1.063722836,1.503963311,1.68086572,0.992234532,0.992234532,,
Slc38a3,0,0.027186419,0,0,0,,
Slc38a4,0.003221074,0.001212407,0,0.001605896,0,,
Slc38a6,0.488814306,0.840762629,0.758593369,0.600840675,0.488814306,,
Slc38a7,0.120577558,0.274889985,0.160875038,0.123710959,0.120577558,,
Slc38a8,0.001720562,0,0,0.000654726,0,,
Slc38a9,1.018186037,1.240065834,1.41254407,1.001600115,1.001600115,,
Slc39a1,0.026109573,0.031842448,0.018849314,0.0220348,0.018849314,,
Slc39a10,0.343053132,0.240548199,0.398807809,0.36194855,0.240548199,,
Slc39a11,0.466208687,0.595536152,0.469767851,0.437839884,0.437839884,,
Slc39a12,0.016117271,0.060738026,0.032959395,0.003027751,0.003027751,,
Slc39a13,0.144173849,0.152695251,0.314871118,0.172822499,0.144173849,,
Slc39a14,0.311086839,0.444240121,0.356621433,0.311344674,0.311086839,,
Slc39a2,0.071812689,0.086055051,0.083512658,0.04597625,0.04597625,,
Slc39a3,0.093564947,0.061644761,0.195639197,0.129841477,0.061644761,,
Slc39a4,0,0,0,0,0,,
Slc39a5,0,0,0.003778147,0.001201679,0,,
Slc39a6,0.109847398,0.234988704,0.148220843,0.033125928,0.033125928,,
Slc39a7,0.062374168,0.080314836,0.051817704,0.060633444,0.051817704,,
Slc39a8,0.005320886,0.025447265,0.004247367,0.006290921,0.004247367,,
Slc39a9,0.172933614,0.277647302,0.190196831,0.14520618,0.14520618,,
Slc3a1,0.032743271,0.033328849,0.044204312,0.052317797,0.032743271,,
Slc3a2,0.503066761,0.589632644,0.901560248,0.490893353,0.490893353,,
Slc40a1,0.018512017,0.024287597,0.027162795,0.023514392,0.018512017,,
Slc41a1,0.166364123,0.057929543,0.049954663,0.057411618,0.049954663,,
Slc41a2,0.668445391,1.348663754,0.585741562,0.325360318,0.325360318,,
Slc41a3,0.012110355,0.042655543,0.019660858,0.006125806,0.006125806,,
Slc43a1,0.00458791,0.004361397,0.013224215,0.005427502,0.004361397,,
Slc43a2,0.295841668,0.360603709,0.319927674,0.43249025,0.295841668,,
Slc43a3,0.001604636,0.002103612,0,0.000668354,0,,
Slc44a1,1.349336544,2.297623789,1.432400566,1.729004967,1.349336544,,
Slc44a2,0.261900622,0.413076435,0.404759488,0.261534683,0.261534683,,
Slc44a3,0.001352686,0.004563941,0.013423434,0.004063354,0.001352686,,
Slc44a4,0.122554996,0.006341289,0.006688347,0.009651604,0.006341289,,
Slc44a5,0.257601149,0.432333983,0.819530895,0.22063314,0.22063314,,
Slc45a1,0.56907269,0.551561461,0.526828251,0.478291672,0.478291672,,
Slc45a2,0,0.001581827,0,0.001028599,0,,
Slc45a3,0.00086296,0.000855916,0,0.000109675,0,,
Slc45a4,0.177179586,0.230097309,0.210780808,0.225228359,0.177179586,,
Slc46a1,0.003976281,0.016240706,0.01202442,0.006012973,0.003976281,,
Slc46a2,0.0308627,0.071253212,0.151415604,0.075916746,0.0308627,,
Slc46a3,0.114120488,0.115302875,0.116098571,0.080227555,0.080227555,,
Slc47a1,0.006749761,0.014785305,0.085179887,0.003250281,0.003250281,,
Slc47a2,0,0.005677501,0.012677485,0.001086569,0,,
Slc48a1,0.20833864,0.158005319,0.189537238,0.225675819,0.158005319,,
Slc49a4,0.514127076,0.646335421,0.407948578,0.299956318,0.299956318,,
Slc4a1,0,0.000393011,0,0,0,,
Slc4a10,6.842669452,5.503942274,5.983909861,4.35388436,4.35388436,,
Slc4a11,0.047186872,0.065203631,0.009714095,0.004017574,0.004017574,,
Slc4a1ap,0.290174905,0.380383796,0.315211523,0.23037517,0.23037517,,
Slc4a2,0.036891205,0.060684086,0.112295535,0.047300833,0.036891205,,
Slc4a3,1.02973157,1.034875442,1.223898224,1.110491659,1.02973157,,
Slc4a4,0.050826907,0.205154039,0.221554045,0.103678483,0.050826907,,
Slc4a5,0.012544188,0.003789475,0.011681838,0.021198051,0.003789475,,
Slc4a7,0.710266826,0.674366662,0.627990728,0.477905451,0.477905451,,
Slc4a8,0.790139778,1.092589651,1.020814577,0.72565731,0.72565731,,
Slc4a9,0.041616902,0.051905638,0.11585764,0.101159179,0.041616902,,
Slc50a1,0.320089264,0.223712584,0.296522835,0.232086653,0.223712584,,
Slc51a,0,0,0.004713434,0.002559084,0,,
Slc51b,0,0,0,0,0,,
Slc52a2,0.0147786,0.026203074,0.027533194,0.017406977,0.0147786,,
Slc5a1,0.00307657,0.003996496,0,0.000182423,0,,
Slc5a10,0.005974986,0.007420318,0.005238653,0.00314184,0.00314184,,
Slc5a11,0,0.004123493,0,0.000909434,0,,
Slc5a12,0.018672779,0.019570169,0.107659045,0.093350902,0.018672779,,
Slc5a2,0.00237916,0.00083568,0.002504257,0.000910951,0.00083568,,
Slc5a3,0.077275947,0.065548029,0.068374022,0.087183144,0.065548029,,
Slc5a4a,0,0,0,0,0,,
Slc5a4b,0.037899507,0.082151714,0.014597266,0.044890421,0.014597266,,
Slc5a5,0.030571677,0.056927399,0.101634938,0.044076798,0.030571677,,
Slc5a6,0.041210995,0.023283648,0.01199198,0.02988541,0.01199198,,
Slc5a7,0,0,0,0,0,,
Slc5a8,0.000963645,0.000886726,0,0.001944476,0,,
Slc6a1,0.004275533,0.055351313,0.029645674,0.002129237,0.002129237,,
Slc6a11,0.006483771,0.050945784,0,0.006674267,0,,
Slc6a12,0.002136005,0,0,0.000410436,0,,
Slc6a13,0.000599203,0.003640265,0.001549043,0.001226663,0.000599203,,
Slc6a15,0.197645504,0.636538401,0.306593052,0.410019924,0.197645504,,
Slc6a16,0.017550258,0.015764471,0.008047861,0.016519714,0.008047861,,
Slc6a17,2.338627579,1.257464206,0.964508249,1.009360163,0.964508249,,
Slc6a19,0,0,0,0.001006232,0,,
Slc6a2,0,0.001156885,0.016181476,0.002536391,0,,
Slc6a20a,0.01692335,0.015093069,0.050404706,0.024554855,0.015093069,,
Slc6a20b,0.029956076,0.066093585,0.189579331,0.159448125,0.029956076,,
Slc6a21,0,0,0,0.001110603,0,,
Slc6a3,0,0.003333684,0,0,0,,
Slc6a4,0.004491197,0.004537162,0,0.001248024,0,,
Slc6a5,0.003149615,0,0,0.000919669,0,,
Slc6a6,0.86869425,0.776810791,0.691128836,0.746047584,0.691128836,,
Slc6a7,0.322825514,0.369102033,0.543749044,0.859364508,0.322825514,,
Slc6a8,0.324146681,0.543188679,0.184684676,0.116851032,0.116851032,,
Slc6a9,0.128344416,0.136626591,0.220724641,0.061443449,0.061443449,,
Slc7a1,1.053022479,0.667570926,0.70723045,0.400072629,0.400072629,,
Slc7a10,0.002186145,0.027269404,0.016842392,0.006971384,0.002186145,,
Slc7a11,0.110457502,0.068457104,0.145106572,0.018348426,0.018348426,,
Slc7a12,0,0,0,0,0,,
Slc7a13,0,0,0,0,0,,
Slc7a14,2.965646656,4.25045286,2.385287808,0.632125497,0.632125497,,
Slc7a15,0.122114319,0.092012818,0.564828232,0.078601263,0.078601263,,
Slc7a2,0.019584045,0.010831551,0.034447288,0.034032455,0.010831551,,
Slc7a3,0.101378806,0.033771202,0.111691346,0.012896382,0.012896382,,
Slc7a4,0.235194453,0.102328875,0.093402433,0.120591503,0.093402433,,
Slc7a5,0.736527201,0.341635649,0.731510608,0.135566512,0.135566512,,
Slc7a6,0.508223366,0.726805669,0.537528199,0.521898416,0.508223366,,
Slc7a6os,0.305635838,0.393794149,0.636086258,0.487271551,0.305635838,,
Slc7a7,0.001295025,0.007806013,0.065444999,0.008988727,0.001295025,,
Slc7a8,1.108706409,0.72993124,0.762857384,0.711467823,0.711467823,,
Slc7a9,0,0.001125725,0,0.000989486,0,,
Slc8a1,19.16015658,8.367685904,9.537519722,9.826948843,8.367685904,,
Slc8a2,0.333680632,0.311646016,0.334533981,0.360619454,0.311646016,,
Slc8a3,0.353020621,0.753630782,0.287936205,0.529467046,0.287936205,,
Slc8b1,0.023804695,0.026841395,0.017081428,0.030879281,0.017081428,,
Slc9a1,0.51849693,0.805814632,0.462826447,0.423898577,0.423898577,,
Slc9a2,0.002823939,0.00939317,0.020108216,0.00411605,0.002823939,,
Slc9a3,0.004682692,0.017712566,0.018073461,0.014547085,0.004682692,,
Slc9a3r1,0.001944809,0.002880775,0,0.000257988,0,,
Slc9a3r2,0.004848269,0.012360553,0.014798992,0.016634873,0.004848269,,
Slc9a4,0.008607615,0.011712423,0,0.001441906,0,,
Slc9a5,0.133307116,0.090235193,0.068115548,0.109037238,0.068115548,,
Slc9a6,0.118320637,0.180878763,0.176724869,0.141856598,0.118320637,,
Slc9a7,0.945537043,1.408297807,0.858426612,0.84220651,0.84220651,,
Slc9a8,0.258171548,0.46547416,0.368252813,0.295327193,0.258171548,,
Slc9a9,5.060644918,5.468136704,5.510389878,2.505448934,2.505448934,,
Slc9b1,0.019311992,0.027324915,0.125943382,0.041405424,0.019311992,,
Slc9b2,0.022303676,0.046258028,0.050617719,0.03054849,0.022303676,,
Slc9c1,0.00172161,0.002103612,0.01082788,0.01394937,0.00172161,,
Slco1a4,0.001278613,0.003695242,0,0,0,,
Slco1a5,0.002657816,0,0,0.000813267,0,,
Slco1a6,0.008881093,0.00246995,0.015763133,0.002524398,0.00246995,,
Slco1b2,0,0.008406888,0,0,0,,
Slco1c1,0.000545299,0.017626736,0,0.00028356,0,,
Slco2a1,0.263845191,0.292226688,0.314204848,0.635854186,0.263845191,,
Slco2b1,0.000859264,0,0.031918068,0.000300805,0,,
Slco3a1,2.51681608,1.578364796,0.99986263,1.392423967,0.99986263,,
Slco4a1,0.01059963,0.029060677,0.009325009,0.027523883,0.009325009,,
Slco4c1,0.26790666,0.200078179,0.222331983,0.330415991,0.200078179,,
Slco5a1,0.088855789,0.181366927,0.119090959,0.10340836,0.088855789,,
Slco6c1,0.078254809,0.020337071,0.161130317,0.094724035,0.020337071,,
Slco6d1,0.007151393,0,0,0.001223197,0,,
Slf1,0.706980919,0.834610869,0.838614352,0.830853747,0.706980919,,
Slf2,0.943056813,1.075005397,1.075732257,0.8573951,0.8573951,,
Slfn14,0,0.001274818,0,0,0,,
Slfn2,0.004731035,0.007458326,0,0.004386429,0,,
Slfn3,0,0.001580222,0,0,0,,
Slfn5,0.010198279,0.017953261,0.027535947,0.004385875,0.004385875,,
Slfn5os,0.003193056,0,0,0.00158907,0,,
Slfn8,0.003675228,0.020049003,0.031668841,0.002140993,0.002140993,,
Slfn9,0.001909326,0.00503139,0.014180298,0.001227678,0.001227678,,
Slfnl1,0.001319781,0,0.001064283,0.000454631,0,,
Slirp,0.035695426,0.042535007,0.107291017,0.07413652,0.035695426,,
Slit1,0.072861732,0.461702509,0.105022921,0.096620047,0.072861732,,
Slit2,4.836656581,3.500023484,2.54695345,2.803857716,2.54695345,,
Slit3,11.2187215,10.64399531,5.806245853,10.42089429,5.806245853,,
Slitrk1,0.094781199,0.147734341,0.223736463,0.306920697,0.094781199,,
Slitrk2,0.041189179,0.040034538,0.105705187,0.065807206,0.040034538,,
Slitrk3,0.063884267,0.063095195,0.113696531,0.111216986,0.063095195,,
Slitrk4,0.178385654,0.106290065,0.160062714,0.112181528,0.106290065,,
Slitrk5,0.582884859,0.200327305,0.191804487,0.260211346,0.191804487,,
Slk,0.684429217,0.667256837,0.852157296,0.674643419,0.667256837,,
Slmap,0.912543211,1.4960512,0.809539293,0.783274203,0.783274203,,
Slmapos2,0,0,0.009197108,0.001294227,0,,
Slpi,0.002179703,0,0.001551157,0.009112038,0,,
Sltm,2.178302233,2.000165532,1.845402021,1.341870443,1.341870443,,
Slu7,0.141789309,0.196172372,0.125751189,0.117952714,0.117952714,,
Slurp1,0,0,0.005414771,0.001072648,0,,
Slx1b,0.110108161,0.180363864,0.259796418,0.227952442,0.110108161,,
Slx4,0.075783432,0.063520924,0.044651485,0.060409664,0.044651485,,
Slx4ip,0.330909012,0.620835479,0.592536973,0.392427579,0.330909012,,
Smad1,1.453445146,0.788168745,0.575953894,0.369436759,0.369436759,,
Smad2,0.42027236,0.375223073,0.320128315,0.388300306,0.320128315,,
Smad3,2.380592501,2.3237241,1.09121734,0.536519441,0.536519441,,
Smad4,0.391335434,0.490085961,0.465291943,0.369735275,0.369735275,,
Smad5,0.051677053,0.098659299,0.088471762,0.062912142,0.051677053,,
Smad6,0.000314716,0.000546652,0.005959476,0.003648227,0.000314716,,
Smad7,0.515196347,0.121904392,0.215576918,0.243222822,0.121904392,,
Smad9,0.031145932,0.1197266,0.066963754,0.086950176,0.031145932,,
Smagp,0.002963774,0.004424798,0,0,0,,
Smap1,1.137888742,0.968353464,0.878356895,1.450252395,0.878356895,,
Smap2,0.847283201,0.577588207,0.651410479,0.668050072,0.577588207,,
Smarca1,0.350353078,0.232931709,0.232936768,0.276288393,0.232931709,,
Smarca2,0.454878996,2.499909018,0.941457669,0.482092717,0.454878996,,
Smarca4,1.139018098,1.176673661,0.856016023,0.764136294,0.764136294,,
Smarca5,0.67153029,0.586719298,0.712909738,0.596911007,0.586719298,,
Smarcad1,0.5426426,0.776379408,0.871974478,0.606233638,0.5426426,,
Smarcal1,0.195167486,0.284000649,0.141143614,0.131562305,0.131562305,,
Smarcb1,0.353737274,0.428920397,0.432369609,0.372086622,0.353737274,,
Smarcc1,0.911697023,1.012123402,0.986463324,0.78526182,0.78526182,,
Smarcc2,0.823738641,1.064199047,0.665036493,0.518137917,0.518137917,,
Smarcd1,0.347936344,0.269666707,0.490670599,0.470829873,0.269666707,,
Smarcd2,0.070242485,0.078871755,0.137212863,0.107032654,0.070242485,,
Smarcd3,0.088618371,0.278324196,0.160903898,0.179052372,0.088618371,,
Smarce1,0.109937532,0.162741288,0.083994972,0.133324419,0.083994972,,
Smc1a,0.613532456,0.355661058,0.359150696,0.169274684,0.169274684,,
Smc1b,0.023415015,0.04865927,0.048951195,0.046273493,0.023415015,,
Smc2,0.043523539,0.079587484,0.094220761,0.071739406,0.043523539,,
Smc2os,0.003122315,0.012517448,0.013870561,0.011281682,0.003122315,,
Smc3,0.497563988,0.640483719,0.494359593,0.441581805,0.441581805,,
Smc4,0.011452878,0.032924598,0.015766943,0.016833213,0.011452878,,
Smc5,0.642058869,0.839391569,0.714779059,0.53423341,0.53423341,,
